player_id,name,team,season,approximate_value
AlleNi00,Nick Allegretti,kan,2023,1
AnudFe00,Felix Anudike-Uzomah,kan,2023,1
BellBl00,Blake Bell,kan,2023,0
BoltNi00,Nick Bolton,kan,2023,4
BoyeEk00,Ekow Boye-Doe,kan,2023,0
BushDe00,Deon Bush,kan,2023,0
BushMa00,Matt Bushman,kan,2023,0
ButkHa00,Harrison Butker,kan,2023,5
CaliMi00,Mike Caliendo,kan,2023,1
ChenLe00,Leo Chenal,kan,2023,5
ChriCo00,Cole Christiansen,kan,2023,0
CobuKe00,Keondre Coburn,kan,2023,0
CochJa00,Jack Cochrane,kan,2023,2
ConnCh01,Chamarri Conner,kan,2023,3
CookBr02,Bryan Cook,kan,2023,5
DannMi00,Michael Danna,kan,2023,8
DickMa00,Matt Dickerson,kan,2023,1
EdwaMi01,Mike Edwards,kan,2023,3
EdwaCl00,Clyde Edwards-Helaire,kan,2023,3
FarrNe00,Neil Farrell,kan,2023,0
GabbBl00,Blaine Gabbert,kan,2023,1
GayJWi00,Willie Gay Jr.,kan,2023,8
GrayNo00,Noah Gray,kan,2023,3
HardMe00,Mecole Hardman,kan,2023,1
HarrDa07,Darius Harris,kan,2023,0
HerrMa02,Malik Herring,kan,2023,1
HumpCr00,Creed Humphrey,kan,2023,9
JameRi00,Richie James,kan,2023,1
JoneCa04,Cam Jones,kan,2023,2
JoneCh09,Chris Jones,kan,2023,18
JoneNi00,Nic Jones,kan,2023,1
KarlGe00,George Karlaftis III,kan,2023,8
KelcTr00,Travis Kelce,kan,2023,8
MahoPa00,Patrick Mahomes,kan,2023,15
McDuTr00,Trent McDuffie,kan,2023,15
McKiJe00,Jerick McKinnon,kan,2023,2
MoorSk01,Skyy Moore,kan,2023,2
MorrWa01,Wanya Morris,kan,2023,2
NianLu00,Lucas Niang,kan,2023,1
NnadDe00,Derrick Nnadi,kan,2023,8
OmenCh00,Charles Omenihu,kan,2023,2
PachIs00,Isiah Pacheco,kan,2023,8
PennMi00,Mike Pennel,kan,2023,0
PeriLa00,La'Mical Perine,kan,2023,1
PrinDe00,Deneric Prince,kan,2023,0
ReidJu00,Justin Reid,kan,2023,6
RiceRa01,Rashee Rice,kan,2023,8
RossJu00,Justyn Ross,kan,2023,0
SmitDo02,Donovan Smith,kan,2023,6
SmitTr05,Trey Smith,kan,2023,7
SneeLJ00,L'Jarius Sneed,kan,2023,6
TaylJa02,Jawaan Taylor,kan,2023,8
ThomBJ00,BJ Thompson,kan,2023,0
ThunJo00,Joe Thuney,kan,2023,13
ToneKa00,Kadarius Toney,kan,2023,2
TownTo01,Tommy Townsend,kan,2023,2
TranDr00,Drue Tranquill,kan,2023,5
ValdMa00,Marquez Valdes-Scantling,kan,2023,3
WanoTe00,Prince Tega Wanogho,kan,2023,0
WashMo00,Montrell Washington,kan,2023,0
WatsJa02,Jaylen Watson,kan,2023,2
WatsJu01,Justin Watson,kan,2023,4
WharTe00,Tershawn Wharton,kan,2023,2
WillJo03,Joshua Williams,kan,2023,1
WincJa00,James Winchester,kan,2023,1
AbduYa00,Yasir Abdullah,jax,2023,0
AgneJa00,Jamal Agnew,jax,2023,2
BarkMa00,Matt Barkley,jax,2023,0
BartBe00,Ben Bartch,jax,2023,2
BeatC.00,C.J. Beathard,jax,2023,1
BigsTa00,Tank Bigsby,jax,2023,1
BlacRo00,Ross Blacklock,jax,2023,0
BlacAn00,Angelo Blackson,jax,2023,2
BrasCh00,Christian Braswell,jax,2023,0
BrewCh01,Chandler Brewer,jax,2023,0
BrowMo00,Montaric Brown,jax,2023,2
