player_id,name,team,season,approximate_value
AlbeBr20,Branden Albert,kan,2009,5
AlleAn20,Andy Alleman,kan,2009,2
BattJa00,Jackie Battle,kan,2009,0
BeisMo20,Monty Beisel,kan,2009,0
BelcJo00,Jovan Belcher,kan,2009,2
BoweDw00,Dwayne Bowe,kan,2009,4
BradMa00,Mark Bradley,kan,2009,3
BrowMi99,Mike Brown,kan,2009,7
CarrBr99,Brandon Carr,kan,2009,6
CassMa00,Matt Cassel,kan,2009,7
CastTi20,Tim Castille,kan,2009,1
ChamCh00,Chris Chambers,kan,2009,5
CharJa00,Jamaal Charles,kan,2009,9
ColcRi20,Ricardo Colclough,kan,2009,0
ColqDu20,Dustin Colquitt,kan,2009,3
CoppTe00,Terrance Copper,kan,2009,1
CottBr00,Brad Cottam,kan,2009,1
Cox_Mi20,Mike Cox,kan,2009,1
CroyBr00,Brodie Croyle,kan,2009,1
DaniTr20,Travis Daniels,kan,2009,1
DorsGl99,Glenn Dorsey,kan,2009,7
EdwaRo20,Ron Edwards,kan,2009,6
EngrBo00,Bobby Engram,kan,2009,0
FlowBr99,Brandon Flowers,kan,2009,7
GaffTh20,Thomas Gafford,kan,2009,2
GaleDi00,Dion Gales,kan,2009,0
GilbWa00,Wallace Gilberry,kan,2009,2
GoffMi20,Mike Goff,kan,2009,3
GutiMa00,Matt Gutierrez,kan,2009,0
HaliTa20,Tamba Hali,kan,2009,7
HerrDa99,David Herron,kan,2009,1
JackTy98,Tyson Jackson,kan,2009,6
JohnDe25,Derrick Johnson,kan,2009,3
JohnLa00,Larry Johnson,kan,2009,3
LawrQu00,Quinten Lawrence,kan,2009,0
LeggMa99,Maurice Leggett,kan,2009,1
LokeDe20,Derek Lokey,kan,2009,0
LongLa00,Lance Long,kan,2009,1
MageAl99,Alex Magee,kan,2009,1
MaysCo20,Corey Mays,kan,2009,6
McGrJo21,Jon McGraw,kan,2009,4
MorgDa98,DaJuan Morgan,kan,2009,2
NdukIk20,Ikechuku Ndukwe,kan,2009,2
NiswRu20,Rudy Niswanger,kan,2009,6
OCalRy20,Ryan O'Callaghan,kan,2009,5
OConJa00,Jake O'Connell,kan,2009,0
PageJa20,Jarrad Page,kan,2009,2
